,Unnamed: 0,Unnamed: 0.1,type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips,features,region,variety,acid,bodied,dry,sweet,tannic,floral,citrus fruit,stone fruit,tropical fruit,red fruit,black fruit,honey,herbal,bitter,mineral,creamy,spice,earthy,baking spice,leather,astringent,apple/pear,melon,buttery,pastry,nut,chemical/medicinal,wood,smoky,fish_food,desserts_food,fruit_food,vegetables_food,sweet_food,salty_food,sour_food,bitter_food,beef_food,poultry_food,game_food,pork_food,dairy_food,fatty_food,lamb_food,nutty_food,box,desert,red,rose,sparkling,white,name,year,country,wine_region,wine_subregion,quality
2411,2411,2411,red,"https://www.alko.fi/en/products/908458/Nederburg-Duet-2018/ 
",spicy and meaty sausages,908458,14.0,8.0,5.6,80.0,11.85 EUR,,,Contains sulphites,bottle,metal screw cap,Nederburg,Wennerco,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, tannic, cherry notes, berry notes, oak notes 
","['WO Western Cape', 'South Africa', 'Others']","['Pinotage', 'Shiraz']",0,2,0,0,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,Nederburg-Duet-2018,2018,South Africa,Western Cape,,18.0
2439,2439,2439,red,"https://www.alko.fi/en/products/906487/Catena-Malbec-2017/ 
",spicy and meaty sausages,906487,13.5,2.0,5.3,80.0,25.31 EUR,,,Contains sulphites,bottle,natural cork,Bodega Catena Zapata,Uniq Drinks Finland,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, berry notes, spicy 
","['Mendoza', 'Argentina']",['Malbec'],0,3,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,Catena-Malbec-2017,2017,Argentina,Mendoza,,18.0
13312,13312,13312,rose,"https://www.alko.fi/en/products/941434/Vandal-Cristal-2019/ 
",spicy and meaty sausages,941434,13.0,-1.0,5.5,70.0,44.91 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Vandal Wine,Let Me Wine Oy,sale-to-order selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, medium acidic, cherry notes, minerally, fruity 
",['France'],"['Macabeo', 'Grenache Noir']",2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,Vandal-Cristal-2019,2019,France,,,18.181818181818183
13937,13937,13937,rose,"https://www.alko.fi/en/products/902944/Tenuta-Iuzzolini-Lumare/ 
",spicy and meaty sausages,902944,13.0,10.0,5.5,80.0,26.25 EUR,,,Contains sulphites,bottle,synthetic cork,Tenuta Iuzzolini,Potio Oy,sale-to-order selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, strawberry notes, flowery, spicy 
","['Italy', 'IGT Calabria']","['Cabernet Sauvignon', 'Gaglioppo']",3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,Tenuta-Iuzzolini-Lumare,0,Italy,Calabria,,19.0
14802,14802,14802,sparkling,"https://www.alko.fi/en/products/008601/Veuve-Clicquot-Champagne-Brut/ 
",spicy and meaty sausages,8601,12.0,11.0,6.9,70.0,69.85 EUR,Sold in gift packaging,,Contains sulphites,bottle,natural cork,Veuve Clicquot Ponsardin,Moët Hennessy Suomi,general selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, acidic, lemon notes, yellow apple notes, almond notes, hint of nut, minerally, toasted, roasted 
","['Champagne', 'France', 'AC Champagne']","['Pinot Meunier', 'Pinot Noir', 'Chardonnay']",3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Veuve-Clicquot-Champagne-Brut,0,France,Champagne,,18.0
17498,17498,17498,sparkling,"https://www.alko.fi/en/products/558187/J.-Charpentier-Mill-sime-Champagne-Brut-2010/ 
",spicy and meaty sausages,558187,12.0,3.0,6.8,70.0,53.17 EUR,,,Contains sulphites,bottle,natural cork,J. Charpentier,Fine Brands,general selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, acidic, yellow plum notes, green apple notes, light passion fruit notes, minerally, brioche notes, elegant 
","['Champagne', 'France', 'AC Champagne']","['Pinot Meunier', 'Pinot Noir', 'Chardonnay']",3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,J.-Charpentier-Mill-sime-Champagne-Brut-2010,2010,France,Champagne,,16.0
19496,19496,19496,white,"https://www.alko.fi/en/products/591987/Gisselbrecht-Riesling-Grand-Cru-Muenchberg-2018/ 
",spicy and meaty sausages,591987,12.5,5.0,5.5,70.0,26.52 EUR,,,Contains sulphites,bottle,natural cork,Willy Gisselbrecht,Pernod Ricard Finland,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, citrus notes, grapefruity, yellow plum notes, green apple notes, light petrol notes, minerally 
","['AC Alsace Grand Cru', 'France', 'Alsace']",['Riesling'],3,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,Gisselbrecht-Riesling-Grand-Cru-Muenchberg-2018,2018,France,Alsace,,18.0
19648,19648,19648,white,"https://www.alko.fi/en/products/901813/Torii-Mor-Riesling-2015/ 
",spicy and meaty sausages,901813,14.0,2.0,6.8,80.0,48.23 EUR,,,Contains sulphites,bottle,metal screw cap,Torii Mor,Tolt Traders Oy,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, herbal notes, flowery, apricot notes 
","['Oregon', 'United States', 'Willamette Valley']",['Riesling'],3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,Torii-Mor-Riesling-2015,2015,United States,,,17.666666666666668
1470,1470,1470,desert,"https://www.alko.fi/en/products/353216/Mancino-Vermouth-Chinato/ 
",spicy and meaty sausages,353216,17.5,180.0,4.9,170.0,41.3 EUR,,,Contains sulphites,bottle,synthetic cork,Mancino,Global Wine Agency,limited quantity product,"Used as an aperitif, vermouth should be served chilled, at 10–12°C, or on the rocks. For socialising, serve slightly chilled, at 14–16°C. Light, dry and dryish vermouths add elegant herbal and spicy flavours to vegetable, fish and chicken dishes or sauces.","Vermouth is used as an aperitif, for socialising and in mixed drinks.
Light, dry and dryish vermouths are great aperitifs and can also be served on their own. They are also used as ingredients in many classic cocktails, such as Dry Martini. Many famous cocktails also include sweet vermouths: you cannot make a Negroni or Americano without red vermouth.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Reddish brown, sweet, bitter notes, raspberry notes, plum jam notes, herbal notes, nuanced, long 
",['Italy'],[],0,0,0,4,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,Mancino-Vermouth-Chinato,0,Italy,,,18.0
1687,1687,1687,desert,"https://www.alko.fi/en/products/344808/Martini-Rosso/ 
",spicy and meaty sausages,344808,15.0,150.0,4.1,150.0,16.87 EUR,,,Contains sulphites,bottle,metal screw cap,Martini & Rossi,Sinebrychoff,general selection,"Used as an aperitif, vermouth should be served chilled, at 10–12°C, or on the rocks. For socialising, serve slightly chilled, at 14–16°C. Light, dry and dryish vermouths add elegant herbal and spicy flavours to vegetable, fish and chicken dishes or sauces.","Vermouth is used as an aperitif, for socialising and in mixed drinks.
Light, dry and dryish vermouths are great aperitifs and can also be served on their own. They are also used as ingredients in many classic cocktails, such as Dry Martini. Many famous cocktails also include sweet vermouths: you cannot make a Negroni or Americano without red vermouth.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Reddish brown, sweet, orange peel notes, sour cherry, date notes, herbal notes, long 
",['Italy'],[],0,0,0,4,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,Martini-Rosso,0,Italy,,,18.0
